graph-set-id,exonym,endonym,scriptsource,wikipedia,omniglot,endangeredalphabets,unicodeproposal
*Bada-998,"Badaga , Badugu","படுகு , ಬಡಗ",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qabq,https://en.wikipedia.org/wiki/Badaga_language,https://omniglot.com/writing/badagu.htm,,https://www.unicode.org/L2/L2022/22220-introducing-badagu-script.pdf
*Baga-999,"Bagam , Eghap , Mengaka",Eghap,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qabh,https://en.wikipedia.org/wiki/Bagam_script,,,https://www.unicode.org/L2/L2012/12229-n4293-bagam.pdf
Bali-360,"Balinese , balinais","ᬪᬵᬱᬩᬮᬶ , ᬅᬓ᭄ᬱᬭᬩᬮᬶ , ᬅᬓ᭄ᬱᬭ",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Bali,https://en.wikipedia.org/wiki/Balinese_script,https://www.omniglot.com/writing/balinese.htm,,https://www.unicode.org/L2/L2005/05008-n2908-balinese.pdf
*Bala-998,"Balti-A , Balti A","Balti , སྦལ་ཏི། , بلتی",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qaab,,https://omniglot.com/writing/baltia.htm,https://www.endangeredalphabets.net/balti/,https://www.unicode.org/L2/L2010/10231-n3842-balti.pdf
*Balb-998,"Balti-B , Balti B",Shigar Lipi,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qa63,,https://omniglot.com/writing/baltib.htm,https://www.endangeredalphabets.net/balti/,https://www.unicode.org/L2/L2011/11103-balti-b.pdf
Bamu-435,"Bamum , bamoum","ꚠꚡꚢꚣ , ꚢ𖠤ꚴ𖠏 , Mfemfe",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Bamu,https://en.wikipedia.org/wiki/Bamum_script,https://omniglot.com/writing/bamumsyllabary.htm,,https://www.unicode.org/L2/L2008/08350-n3522-bamum.pdf
Bass-259,"Bassa Vah , bassa","𖫔𖫧𖫱𖫒𖫨𖫴 𖫣𖫧𖫱 , 𖫢𖫧𖫳𖫒𖫨𖫰𖫨𖫱 , 𖫞𖫫𖫐𖫭",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Bass,https://en.wikipedia.org/wiki/Bassa_Vah_alphabet,https://www.omniglot.com/writing/bassavah.htm,,https://www.unicode.org/L2/L2010/10382r-n3941r-bassavah.pdf
Batk-365,"Batak , batak , Battak","ᯅᯖᯂ᯲ , ᯘᯮᯒᯖ᯲ ᯅᯖᯂ᯲ , ᯘᯮᯂᯮᯖᯉ᯲ , Surat Batak , Surat na Sampulu Sia",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Batk,https://en.wikipedia.org/wiki/Batak_script,https://www.omniglot.com/writing/batak.htm,,https://www.unicode.org/L2/L2008/08011r-n3320r-batak.pdf
Beng-325,"Bengali , bengalî , Oxomiya","বাংলা-অসমীয়া , সমতন , Bangla , Asamiya , Assamese",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Beng,https://en.wikipedia.org/wiki/Bengali%E2%80%93Assamese_script,https://omniglot.com/writing/bengali.htm,,https://www.unicode.org/L2/L2019/19079-bangla-letters.pdf
*Beri-998,"Beria , Zaghawa , Beria Erfe","Beria , Beria Giray Erfe",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qaaz,https://en.wikipedia.org/wiki/Zaghawa_language#Orthography,https://www.omniglot.com/writing/beria.htm,,https://www.unicode.org/L2/L2024/24004r-zaghawa-proposal.pdf
*Bete-998,"Bete , Daloa",Bété,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qa00,https://en.wikipedia.org/wiki/B%C3%A9t%C3%A9_syllabary,https://omniglot.com/writing/betedaloa.htm,,https://www.unicode.org/L2/L2019/19044-bete-script.pdf
Bhks-334,"Bhaiksuki , bhaïksukî , Arrow-Headed , Point-Headed , Sindhura","𑰥𑰹𑰎𑰿𑰬𑰲𑰎𑰱 , 𑰭𑰨𑰪𑰦",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Bhks,https://en.wikipedia.org/wiki/Bhaiksuki_script,https://omniglot.com/writing/bhaiksuki.htm,,https://www.unicode.org/L2/L2014/14091-bhaiksuki.pdf
Phlv-133,"Book Pahlavi , pehlevi des livres",Book Pahlavi,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Phlv,https://en.wikipedia.org/wiki/Pahlavi_scripts#Book_Pahlavi,https://www.omniglot.com/writing/mpersian.htm,,https://www.unicode.org/L2/L2024/24040-book-pahlavi.pdf
Bopo-285,"Bopomofo , Zhuyin Fuhao , Zhùyīn fúhào , Zhuyin","ㄅㄛㄆㄛㄇㄛㄈㄛ , 注音符號 , 人生而自",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Bopo,https://en.wikipedia.org/wiki/Bopomofo,https://www.omniglot.com/chinese/zhuyin.htm,https://www.endangeredalphabets.net/zhuyin-fuhao/,https://www.unicode.org/L2/L2018/18255-n4980-bopomofo-ext.pdf
*Boxh-998,Box-Headed,Box-Headed,,,,,https://www.unicode.org/L2/L2024/24100-box-headed-script.pdf
Brah-300,"Brahmi , brahma","𑀩𑁆𑀭𑀸𑀳𑁆𑀫𑀻𑀮𑀺𑀧𑀺 , 𑀓𑀮𑀩𑀭",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Brah,https://en.wikipedia.org/wiki/Brahmi_script,https://omniglot.com/writing/brahmi.htm,,https://www.unicode.org/L2/L2007/07342-brahmi.pdf
Brai-570,"Braille , braille",⠁⠂⠃⠄⠅,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Brai,https://en.wikipedia.org/wiki/Braille,https://www.omniglot.com/writing/braille.htm,,https://www.unicode.org/L2/L1998/98136.pdf
Bugi-367,"Buginese , Lontara , bouguis , Lontara baru , Bugis","ᨅᨔ ᨕᨘᨁᨗ , ᨒᨚᨈᨑ , ᨔᨊᨑᨄ",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Bugi,https://en.wikipedia.org/wiki/Lontara_script,https://omniglot.com/writing/lontara.htm,,https://www.unicode.org/L2/L2003/03320r-n2633r-lontara.pdf
Buhd-372,"Buhid , bouhide","ᝊᝓᝑᝒ , ᝃᝑᝓᝃᝓᝋ , Surat Buhid , Mangyan",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Buhd,https://en.wikipedia.org/wiki/Buhid_script,https://omniglot.com/writing/buhid.htm,,https://www.unicode.org/L2/L1999/n1933.pdf
Cans-440,"Canadian Aboriginal , Unified Canadian Aboriginal Syllabics , syllabaire autochtone canadien unifié , Canadian Aboriginal syllabics , Canadian syllabics","ᓱᖽᐧᖿ , ᑕᗸᒡ , ᓀᐦᐃᔭᐍᐏᐣ , ᓇᔅᑲᐱ , ᐊᓂᔑᓇᐯᒧᐎᐣ",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Cans,https://en.wikipedia.org/wiki/Canadian_Aboriginal_syllabics,https://www.omniglot.com/writing/ucas.htm,https://www.endangeredalphabets.net/carrier/,https://www.unicode.org/L2/L2008/08132r-n3427r-syllabics.pdf
Cari-201,"Carian , carien",𐊢𐊠𐊥𐊹𐊠,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Cari,https://en.wikipedia.org/wiki/Carian_alphabets,https://omniglot.com/writing/carian.php,,https://www.unicode.org/L2/L2005/05386-n3020-carian.pdf
*Carr-998,Carpathian Basin Rovas,Kárpát-medencei rovás,,,https://www.omniglot.com/writing/carpathianbasinrovas.htm,,https://www.unicode.org/L2/L2011/11088-carpathian.pdf
Aghb-239,"Caucasian Albanian , Old Udi , aghbanien","𐔰𐔱𐔲𐔳𐔴 , Caucasian Albanian",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Aghb,https://en.wikipedia.org/wiki/Caucasian_Albanian_script,https://www.omniglot.com/writing/caucasianalbanian.htm,https://www.endangeredalphabets.net/caucasian-albanian/,https://www.unicode.org/L2/L2011/11143-n4039-caucasian-albanian.pdf
Cakm-349,"Chakma , chakma","𑄌𑄋𑄴𑄟𑄳𑄦 𑄞𑄌𑄴 , 𑄝𑄇𑄟𑄚 , Ojhapath , Ojhopath , Ajhapath",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Cakm,https://en.wikipedia.org/wiki/Chakma_script,https://omniglot.com/writing/chakma.htm,,https://www.unicode.org/L2/L2009/09187r-n3645r-chakma.pdf
Cham-358,"Cham (Eastern) , cham , tcham , čam","ꨀꨇꩉ ꨌꩌ , ꨧꨣꨠꨘ",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Cham,https://en.wikipedia.org/wiki/Cham_script,https://omniglot.com/writing/cham.htm,,https://www.unicode.org/L2/L2006/06257-n3120-cham.pdf
Cher-445,"Cherokee , tchérokî","ᏣᎳᎩ ᎦᏬᏂᎯᏍᏗ , ᏣᎳᎩ , ᏂꮒᎦꭶ , Tsalagi",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Cher,https://en.wikipedia.org/wiki/Cherokee_syllabary,https://www.omniglot.com/writing/cherokee.htm,,https://www.unicode.org/L2/L2014/14064r-n4537r-cherokee.pdf
Hani-500,Chinese Han,"Hànzì , Kanbun , 中文字 , ㄓㄨㄥ ㄨㄣˊ ㄗˋ , 漢文",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Hani,https://en.wikipedia.org/wiki/Chinese_characters,,,
Chis-298,"Chisoi , chisoi",Chisoi,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Chis,https://en.wikipedia.org/wiki/Kurmali_language,https://omniglot.com/writing/chisoi.htm,https://www.endangeredalphabets.net/chisoi/,https://www.unicode.org/L2/L2022/22218r3-chisoi.pdf
Chrs-109,"Chorasmian , chorasmien , Khwarezmian","𐾳𐾲𐾲𐿋𐾲𐾲𐾽𐾻 , Khwārezmian , xvārazm",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Chrs,https://en.wikipedia.org/wiki/Khwarezmian_language#Writing_system,https://www.omniglot.com/writing/chorasmian.htm,,https://www.unicode.org/L2/L2018/18164r2-chorasmian.pdf
*Coor-998,"Coorgi-Cox , Coorgi-Cox Alphabet",Coorgi-Cox,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qa68,https://en.wikipedia.org/wiki/Coorgi%E2%80%93Cox_alphabet,https://www.omniglot.com/writing/coorgicox.htm,https://www.endangeredalphabets.net/coorgi-cox/,https://www.unicode.org/L2/L2012/12217-coorgi-cox.pdf
Copt-204,"Coptic , copte","ϯⲙⲉⲧⲣⲉⲙⲛ̀ⲭⲏⲙⲓ , ⲤⲥⲞⲟ",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Copt,https://en.wikipedia.org/wiki/Coptic_script,https://www.omniglot.com/writing/coptic.htm,,https://www.unicode.org/L2/L2003/03327-n2636-coptic.pdf
Xsux-020,"Cuneiform , Sumero-Akkadian , Sumerian Akkadian","𒅴𒂠 , 𒀝𒅗𒁺𒌑 , 𒀝𒅗𒁺𒌑𒌝",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Xsux,https://en.wikipedia.org/wiki/Cuneiform,,,https://en.wikipedia.org/wiki/Cuneiform_(Unicode_block)
Cprt-403,"Cypriot syllabary , syllabaire chypriote","𐠁𐠀𐠂𐠃𐠄 , 𐠀𐠜𐠍𐠚",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Cprt,https://en.wikipedia.org/wiki/Cypriot_syllabary,https://omniglot.com/writing/cypriot.htm,,https://www.unicode.org/L2/L2020/20154-n5135-cyprominoan.pdf
Cpmn-402,"Cypro-Minoan , chypro-minoen , Cypriot Minoan",𒾙𒾚𒾛𒾜,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Cpmn,https://en.wikipedia.org/wiki/Cypro-Minoan_syllabary,,,https://www.unicode.org/L2/L2020/20154-n5135-cyprominoan.pdf
Cyrl-220,"Cyrillic , cyrillique , Slavonic , Slavic","кириллица , Кирилиця",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Cyrl,https://en.wikipedia.org/wiki/Cyrillic_script,https://www.omniglot.com/writing/cyrillic.htm,,https://en.wikipedia.org/wiki/Cyrillic_script_in_Unicode
Dsrt-250,"Deseret (Mormon) , Mormon script , déseret (mormon)",𐐔𐐯𐑅𐐨𐑉𐐯𐐻,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Dsrt,https://en.wikipedia.org/wiki/Deseret_alphabet,https://www.omniglot.com/writing/deseret.htm,,https://www.unicode.org/L2/L1999/n1891.pdf
Deva-315,Devanagari,देवनागरी,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Deva,https://en.wikipedia.org/wiki/Devanagari,https://www.omniglot.com/writing/devanagari.htm,,https://www.unicode.org/L2/L2008/08196-vedic.pdf
*Dhan-998,"Dhankari , Sirmauri","𑚨𑚮𑚤𑚢𑚵𑚤𑚯 , सिरमौरी",,https://en.wikipedia.org/wiki/Sirmauri_language,https://omniglot.com/writing/dhankari.htm,https://www.endangeredalphabets.net/sirmauri/,https://www.unicode.org/L2/L2018/18085-sirmauri.pdf
*Dhim-998,"Dhimal , Dham Lipi","Dham , Lengbang",,https://en.wikipedia.org/wiki/Dham_script,https://omniglot.com/writing/dham.htm,https://www.endangeredalphabets.net/dham/,https://www.unicode.org/L2/L2011/11348-dhimal.pdf
Diak-342,"Dives Akuru , dives akuru , Dhives Akuru , Dhivehi Akuru , Divehi Akuru",𑤝𑤱𑤩𑤴𑤭𑤱 𑤥𑤌𑤳𑤧𑤳,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Diak,https://en.wikipedia.org/wiki/Dhives_Akuru,https://omniglot.com/writing/dhivesakuru.htm,,https://www.unicode.org/L2/L2018/18016r-dives-akuru.pdf
Dogr-328,"Dogra , dogra , Name Dogra Akkhar , Dogra Akkhar","𑠖𑠵𑠌𑠤𑠬 , 𑠀𑠓𑠗𑠕",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Dogr,https://en.wikipedia.org/wiki/Dogri_script,https://omniglot.com/writing/dogra.htm,,https://www.unicode.org/L2/L2015/15234r-dogra.pdf
Dupl-755,"Duployan Shorthand , sténographie Duployé , Duployan stenography","𛰣𛱇‌𛰚𛱛𛰅 𛱜‌𛱜 , 𛰳𛱰𛱘𛱢 , Sloan-Duployan Shorthand , Chinuk pipa , Chinook",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Dupl,https://en.wikipedia.org/wiki/Duployan_shorthand,https://www.omniglot.com/writing/chinookjargon.htm,,https://www.unicode.org/L2/L2010/10347-n3908-duployan.pdf
Egyd-070,"Egyptian demotic , démotique égyptien , Demotic Egyptian , Popular script",Sekh Shat,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Egyd,https://en.wikipedia.org/wiki/Demotic_(Egyptian),https://www.omniglot.com/writing/egyptian_demotic.htm,,http://129.206.5.162/beta/index.html
Egyp-050,"Egyptian hieroglyphs , hiéroglyphes égyptiens","𓆎𓅓𓏏𓊖 , sš",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Egyp,https://en.wikipedia.org/wiki/Egyptian_hieroglyphs,https://www.omniglot.com/writing/egyptian.htm,,https://www.unicode.org/L2/L2006/06354-n3181-egyptian.pdf
Elba-226,"Elbasan , elbasan","𐔇𐔐𐔁𐔀𐔛𐔀𐔓𐔍𐔝 , 𐔟𐔁𐔀𐔒",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Elba,https://en.wikipedia.org/wiki/Elbasan_alphabet,https://www.omniglot.com/writing/elbasan.htm,,https://www.unicode.org/L2/L2011/11050-n3985-elbasan.pdf
Elym-128,"Elymaic , élymaïque",𐿪𐿫𐿡𐿳,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Elym,https://en.wikipedia.org/wiki/Elymaic,https://www.omniglot.com/writing/elymaic.htm,,https://www.unicode.org/L2/L2017/17226r2-elymaic.pdf
*Eska-998,"Eskaya , Eskayan",Bohol,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qabr,https://en.wikipedia.org/wiki/Eskayan_script,https://www.omniglot.com/writing/eskayan.htm,,https://www.unicode.org/L2/L2013/13229-eskaya.pdf
Lisu-399,"Fraser , Old Lisu , Lisu , lisu","ꓡꓲ-ꓢꓴ , ꓞꓳꓘꓹ , Lao Lisu Wen",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Lisu,https://en.wikipedia.org/wiki/Fraser_script,https://omniglot.com/writing/fraser.htm,,https://www.unicode.org/L2/L2008/08019-lisu.pdf
Gara-164,"Garay , garay",Garay,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Gara,https://en.wikipedia.org/wiki/Garay_alphabet,https://omniglot.com/writing/wolof.htm,,https://www.unicode.org/L2/L2016/16069-n4709-garay-revision.pdf
Geor-240,"Georgian , Mkhedruli , Mtavruli , géorgien , mkhédrouli","ქართული , მხედრული , ყოვე",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Geor,https://en.wikipedia.org/wiki/Georgian_scripts,https://omniglot.com/writing/mkhedruli.htm,,https://www.unicode.org/L2/L2016/16081-n4712-georgian.pdf
Ethi-430,"Geʽez , Ethiopic , éthiopien , ge'ez , guèze","ግዕዝ , የሰውል , ጉራጌ , አማርኛ , ትግርኛ",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Ethi,https://en.wikipedia.org/wiki/Ge%CA%BDez_script,https://www.omniglot.com/writing/ethiopic.htm,,https://www.unicode.org/L2/L2004/04143-n2747-ethiopic-ext.pdf
Glag-225,"Glagolitic , glagolitique , Glagolitsa , Asbuka","Ⰳⰾⰰⰳⱁⰾⰹⱌⰰ , ⰂⰲⰠⱐ",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Glag,https://en.wikipedia.org/wiki/Glagolitic_script,https://www.omniglot.com/writing/glagolitic.htm,,https://www.unicode.org/L2/L2003/03282r-glagolitic.pdf
Goth-206,"Gothic , gotique","𐌲𐍉𐌸𐌹𐌺 , 𐌰𐌻𐌹𐌼",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Goth,https://en.wikipedia.org/wiki/Gothic_alphabet,https://www.omniglot.com/writing/gothic.htm,,https://www.evertype.com/standards/iso10646/plane-1/gt.html
*Goya-998,"Goykanadi , Goyakanadi , Goya Kannadi , Goykānaḍī , Goykandi","ಗೋಂಯಾಕಾನಡೀ , गोंयकानडी , Kandevi",,https://en.wikipedia.org/wiki/Goykanadi,https://omniglot.com/writing/goykanadi.htm,,https://www.unicode.org/L2/L2020/20264-goyakanadi.pdf
Gran-343,"Grantha , grantha","𑌗𑍍𑌰𑌨𑍍𑌥 , 𑌸𑌰𑌵𑌮",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Gran,https://en.wikipedia.org/wiki/Grantha_script,https://www.omniglot.com/writing/grantha.htm,,https://www.unicode.org/L2/L2010/10426-grantha-proposal.pdf
Grek-200,"Greek , grec","Ελληνικά , Elliniká",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Grek,https://en.wikipedia.org/wiki/Greek_alphabet,https://omniglot.com/writing/greek.htm,,
Gujr-320,"Gujarati , goudjarâtî , gujrâtî","ગુજરાતી , પરતષ",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Gujr,https://en.wikipedia.org/wiki/Gujarati_script,https://omniglot.com/writing/gujarati.htm,,https://www.unicode.org/L2/L2015/15103r-gujarati-arabic-translit.pdf
Gong-312,"Gunjala Gondi , gunjala gondî","𑵶𑶍𑶕𑶀𑵵𑶊 𑵶𑶓𑶕𑶂𑶋 𑵵𑶋𑶅𑶋 , 𑵮𑶊𑶈𑶋𑵳𑶐𑵱𑶐 , Koytura Gunjala Lipi",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Gong,https://en.wikipedia.org/wiki/Gunjala_Gondi_script,https://www.omniglot.com/writing/gunjalagondi.htm,,https://www.unicode.org/L2/L2015/15235r-gunjala-gondi.pdf
Guru-310,"Gurmukhi , gourmoukhî , Gurmukhī","ਗੁਰਮੁਖੀ , ਸਰਮਨ",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Guru,https://en.wikipedia.org/wiki/Gurmukhi,https://www.omniglot.com/writing/punjabi.htm,,https://www.unicode.org/L2/L2005/05167-gurmukhi.pdf
*Guku-998,"Gurung Khe Prih , Gurung Khe Phri","Khe Prih , Gurung",,https://en.wikipedia.org/wiki/Gurung_language,https://www.omniglot.com/writing/kheprih.htm,https://www.endangeredalphabets.net/khe-prih/,https://www.unicode.org/L2/L2011/11047-gurung.pdf
Gukh-397,"Gurung Khema , gurung khema , Khema , Khema Lipi","Khema Tamu Phri , Khema Phri , Tamū Khemā Pɦri",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Gukh https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qa07,https://en.wikipedia.org/wiki/Khema_script,https://omniglot.com/writing/khema.htm,https://www.endangeredalphabets.net/khema/,https://www.unicode.org/L2/L2022/22157-gurung-khema-script.pdf
Hang-286,"Hangul , Hangŭl , Hangeul , hangul , hangûl","한글 , 모든인간 , Jamo , Choseong , Jungseong",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Hang,https://en.wikipedia.org/wiki/Hangul,https://omniglot.com/writing/korean.htm,,https://www.unicode.org/L2/L2007/07076-n3168.pdf
Rohg-167,"Hanifi Rohingya , hanifi rohingya , Ruáingga",𐴌𐴟𐴇𐴥𐴝𐴚𐴒𐴙𐴝 𐴇𐴝𐴕𐴞𐴉𐴞,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Rohg,https://en.wikipedia.org/wiki/Hanifi_Rohingya_script,https://www.omniglot.com/writing/hanifi.htm,https://www.endangeredalphabets.net/alphabets/hanifi-rohingya/,https://www.unicode.org/L2/L2015/15278r-hanifi-rohingya.pdf
Hano-371,"Hanunoo , Hanunóo , hanounóo","ᜱᜨᜳᜨᜳᜢ , ᜣᜩᜳᜰᜳᜧᜳ , Mangyan Baybayin , Surat Mangyan",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Hano,https://en.wikipedia.org/wiki/Hanunoo_script,https://omniglot.com/writing/hanunoo.htm,,https://www.unicode.org/L2/L1999/n1933.pdf
Hatr-127,"Hatran , hatrénien",𐣪𐣫𐣡𐣣,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Hatr,https://en.wikipedia.org/wiki/Hatran_Aramaic#Alphabet,https://www.omniglot.com/writing/hatran.htm,,https://www.unicode.org/L2/L2012/12312-n4324-hatran.pdf
Hebr-125,"Hebrew , hébreu , Jewish square script , block script","אָלֶף־בֵּית , Ktav Ashuri , כלבנ",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Hebr,https://en.wikipedia.org/wiki/Hebrew_alphabet,https://omniglot.com/writing/hebrew.htm,,
Hira-410,"Hiragana , hiragana , Kiragana","ひらがな , 平仮名",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Hira,https://en.wikipedia.org/wiki/Hiragana,https://omniglot.com/writing/japanese_hiragana.htm,,https://www.unicode.org/L2/L2000/00024.pdf
Armi-124,"Imperial Aramaic , araméen impérial","𐡀𐡓𐡌𐡉𐡀 , 𐡊𐡋𐡁𐡓",https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Armi,https://en.wikipedia.org/wiki/Aramaic_alphabet,https://omniglot.com/writing/aramaic.htm,,https://www.unicode.org/L2/L2007/07288-n3339-aramaic.pdf
Inds-610,"Indus , Harrapan-Mohenjaro",Sindhu-Sarasvati,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Inds,https://en.wikipedia.org/wiki/Indus_script,https://omniglot.com/writing/indus.htm,,https://www.unicode.org/L2/L1999/n1959.pdf
Phli-131,"Inscriptional Pahlavi , pehlevi des inscriptions",𐭯𐭠𐭫𐭮𐭩𐭪,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Phli,https://en.wikipedia.org/wiki/Inscriptional_Pahlavi,https://omniglot.com/writing/mpersian.htm,,https://www.unicode.org/L2/L2007/07207r-n3286r-parthian-pahlavi.pdf
